LEMMA, FREQUENCY, RANGE, UDP
והיי, 148150, 15403, 0.6343585368273449
הגיע, 147835, 19118, 0.7971289129776218
דרך, 147083, 18952, 0.7822308697290137
מן, 146481, 19104, 0.8121969678825447
כבר, 143058, 19080, 0.782376014988364
אהב, 142576, 18233, 0.7415719679204628
תודה, 142510, 18598, 0.7454155497566269
חיים, 141502, 18870, 0.7738236675561003
אחר, 139344, 19140, 0.8073589423296845
קדימה, 137522, 16867, 0.6639734620147096
פה, 137481, 16582, 0.6793509045857009
אלה, 135521, 17865, 0.7628779311486635
באמת, 130198, 18747, 0.750406186692992
אף, 129733, 18646, 0.7846071584789849
איזה, 129416, 18809, 0.7790173496603516
איפה, 127726, 17637, 0.7577067557745183
מת, 126911, 17999, 0.7369217359155726
בוא, 123912, 17994, 0.7362663644499858
כדי, 123691, 18397, 0.7685283275870977
אדם, 121423, 17462, 0.6956440375994646
הנה, 120896, 18281, 0.7546948641225121
מישהו, 120696, 18514, 0.7847856674218748
שנה, 119421, 18190, 0.7579483870541852
עד, 119418, 18750, 0.8051587535570501
קיבל, 116831, 18552, 0.7818859145076804
מר, 115437, 13777, 0.6375127518467131
אלוהים, 114972, 15770, 0.7009137204401616
לפני, 114216, 18729, 0.8003667550530732
הרבה, 113022, 18786, 0.7906999299726944
הכיל, 112731, 16503, 0.7771624755626122
רגע, 110409, 18564, 0.7761443337107022
חזר, 109631, 18532, 0.7779770624290923
מקום, 109017, 18309, 0.7816091050808341
האם, 108942, 14888, 0.6348173790454117
עצמו, 108653, 18543, 0.8013227491593886
גדול, 108636, 18181, 0.7625043732164213
פשוט, 106240, 17919, 0.7200114069387726
שמע, 106151, 18275, 0.7844524835878113
כי, 102525, 16785, 0.720218143966373
אדוני, 101092, 12827, 0.6199462053757133
מצא, 98973, 18030, 0.7544781468387268
ניסה, 96388, 18279, 0.7923268153266148
לילה, 95989, 16745, 0.7213935147798609
קצת, 95825, 17898, 0.7556398001014278
חבר, 95216, 17811, 0.7451873812042384
ממש, 93612, 16749, 0.6980502140212179
בשביל, 92145, 17082, 0.7374995838600082
עבר, 91964, 18268, 0.787113908892302
יצא, 91636, 18078, 0.7755912065239348
עדיין, 90832, 18042, 0.7682170716325702
הבין, 90295, 18226, 0.7857612158011684
שני, 89892, 18005, 0.7667202413222441
קטן, 89614, 17649, 0.7511654861218114
כסף, 89005, 13869, 0.6548093630122105
נתן, 88773, 18040, 0.7822311111422421
עבודה, 87980, 16994, 0.7275692228054012
היום, 87855, 17663, 0.7485616160102597
אבא, 87755, 13518, 0.640519605778906
הצטער, 87706, 17434, 0.7357214564614728
הגיד, 87696, 16271, 0.7434054456582431
תן, 87678, 17035, 0.7582833355248395
שלום, 85623, 16655, 0.7033628605707598
בבקשה, 85463, 16990, 0.7414039410691949
כש, 85021, 17906, 0.7785840677780722
אחת, 84717, 17985, 0.7757365098089407
קרא, 84081, 17572, 0.7652036565129418
שום, 83619, 17210, 0.762014864678221
בדיוק, 82571, 17714, 0.7746353073432096
שוב, 82315, 17997, 0.7780346291961974
עזר, 81709, 17636, 0.7560489840496905
בעיה, 80464, 17102, 0.7512771266760372
אמא, 79724, 11937, 0.6341821752403267
יד, 79430, 16896, 0.7445691753100483
בטח, 78352, 17105, 0.742629868173502
תמיד, 77842, 17420, 0.7640306238087258
הכיר, 76764, 17026, 0.7704648279606923
אי, 76475, 17419, 0.7585525793508612
ובכן, 75623, 11315, 0.6374349788995741
קשר, 75507, 16601, 0.7404285235021386
אחרי, 75209, 17429, 0.779675085275418
הרג, 74698, 14524, 0.6780262649047604
האמין, 73879, 17302, 0.7521942865016894
שעה, 72194, 16508, 0.7418594947932604
אפילו, 72190, 17620, 0.7754922264075057
התכוון, 70987, 16215, 0.7339579573442777
ספר, 70590, 15267, 0.6864607186030838
חדש, 70511, 17079, 0.7479672082517186
הרגיש, 70492, 16585, 0.7298227297866327
הביא, 69284, 17236, 0.7583004088973241
בטוח, 69212, 17219, 0.7739444355137725
מוכן, 68802, 16861, 0.7549737532783158
ראש, 66961, 16077, 0.7427459726286509
אפשר, 66698, 16154, 0.7327400112138605
הו, 66405, 10141, 0.6111895280210582
סיפר, 66015, 16197, 0.7321666783334402
בגלל, 65989, 16139, 0.7225912995536763
אינו, 65571, 11013, 0.6260388567178177
עולם, 64522, 15249, 0.7094430910966938
עניין, 64303, 15943, 0.7328894011453366
מדי, 63047, 15538, 0.7579008419308843
כלום, 63004, 15817, 0.7397083808584355
לב, 62702, 16105, 0.7454989492245132
נמצא, 62605, 16074, 0.7328549322583191
שב, 61891, 16508, 0.7763576961724592
אכל, 61493, 16650, 0.7373981725656091
רב, 61058, 15311, 0.7165270134442233
חדר, 60919, 15073, 0.7002363218896162
בוקר, 60688, 14998, 0.7203041239856716
זהו, 59735, 14996, 0.7103662191503437
גבר, 59148, 13993, 0.6914558109512866
עבד, 58909, 15955, 0.7498209605924067
יפה, 58520, 15290, 0.7344119810978
עמד, 58388, 16273, 0.7639147172889732
לקח, 57831, 16579, 0.767839419658993
שאל, 56237, 15938, 0.7535479355108687
נשאר, 55949, 15979, 0.7517887930703806
תראה, 55904, 15167, 0.7207027105445638
התחיל, 55674, 16332, 0.7667784127477649
אחרון, 54701, 16370, 0.764555969787367
עסק, 54116, 14044, 0.7148891691125379
עזאזל, 53272, 12213, 0.688418008827524
חברה, 52433, 14161, 0.7116769156327944
בלי, 51292, 15394, 0.7555371527904904
מכונית, 51111, 10558, 0.6629306128734116
נכנס, 50587, 15497, 0.7586234618440455
סיבה, 50319, 15153, 0.7244396932144797
הכי, 50260, 14708, 0.729261499093135
אה, 50203, 10699, 0.6142209610284719
קשה, 50189, 16144, 0.7594997225676036
חוץ, 49736, 15356, 0.7563650073150396
מהר, 49643, 14297, 0.7088085273937441
שבוע, 48904, 14328, 0.7398167080614043
דקה, 48894, 13835, 0.7300043172525429
דולר, 47866, 9743, 0.6684812834291607
עיר, 47543, 12992, 0.6964370029848728
הביתה, 46825, 13648, 0.7305947004190189
גרם, 46417, 15075, 0.739953421056166
ביותר, 46131, 13541, 0.7213953005027611
זכר, 45878, 14695, 0.7428241511029754
חכה, 45367, 13663, 0.7231902088199668
עזב, 45322, 14526, 0.745109779429018
הניח, 45277, 14315, 0.7321598387677589
מקרה, 45090, 15042, 0.7420061559657603
סוף, 45031, 14725, 0.7429255412432216
רע, 44383, 14592, 0.7508772134570251
עלה, 44353, 14619, 0.7540167495042411
משחק, 43931, 11584, 0.6527452437038123
מצב, 43789, 14264, 0.732445047516844
שמר, 43744, 14763, 0.758077697359347
אך, 43610, 7851, 0.6054755132995828
משפחה, 43392, 12708, 0.6941933302063142
אוכל, 43280, 14273, 0.7208962206872653
עין, 42807, 14019, 0.7397369780256173
אמור, 42558, 14940, 0.7470457497040265
לעזאזל, 42409, 11199, 0.6964438658004926
בחור, 42394, 12608, 0.7071998839938151
מפקד, 42334, 4902, 0.5759766133862583
בת, 42311, 12428, 0.6909793745638235
לעולם, 42292, 13677, 0.7294504975470757
חיפש, 42272, 14376, 0.7379554853882122
גברת, 42217, 10377, 0.650006302150794
די, 42183, 13724, 0.7248252338042838
פנים, 42133, 14412, 0.7426595371013884
כוח, 42014, 11544, 0.6614220953921132
הספיק, 41686, 15146, 0.7637207965446084
המשיך, 41111, 14468, 0.7549455711809545
בעל, 41039, 12956, 0.721722096052424
בין, 40970, 14255, 0.7547583683369978
שמח, 40948, 14052, 0.7192810964923981
אלו, 40891, 9784, 0.6779402532850713
לאן, 40739, 13819, 0.7460612602337146
חלק, 40596, 14514, 0.7524974569873376
עובד, 40583, 13874, 0.7442259845253013
חושב, 40433, 12988, 0.700486041251086
נהדר, 40283, 12741, 0.6892071858584807
חשוב, 40125, 14433, 0.7512820374327192
מחר, 39680, 13259, 0.736733015707472
ביקש, 39653, 13668, 0.7507202868565676
כמובן, 39411, 12482, 0.7086732813681584
כדאי, 39409, 13673, 0.729803055540337
כתב, 38809, 11464, 0.6930042098599639
סיפור, 38694, 12532, 0.7076156538304839
נעשה, 38599, 14373, 0.7561012407714817
הפך, 38347, 13930, 0.7342382961765064
מספר, 38235, 12211, 0.7155453055275043
מוות, 38134, 11960, 0.69159897103726
אכפת, 38050, 13849, 0.7454420129904821
נחמד, 37973, 13249, 0.7274400634500672
מעולם, 37884, 12273, 0.7327080771944983
אמת, 37842, 13433, 0.7233932054454858
קח, 37840, 12770, 0.741359726788479
כדור, 37124, 10559, 0.6786608149290259
תוכנית, 36997, 11632, 0.6829651522812868
סליחה, 36884, 12265, 0.7163653923436533
שוטר, 36662, 7029, 0.6276135010103563
השתמש, 36574, 14026, 0.7416551045276976
ילך, 36536, 13668, 0.755435330563558
העליי, 36519, 10731, 0.7173882937765063
אמיתי, 36486, 13306, 0.7303214423073403
כאילו, 36411, 13403, 0.7325586005985751
נסע, 36259, 10879, 0.6986055984044338
קיווה, 35748, 14083, 0.7574262658434493
רוח, 35674, 12223, 0.6992345411014718
חי, 35533, 13328, 0.7354996728728264
קודם, 35431, 14462, 0.7604684125097682
שאלה, 35392, 12916, 0.7295657480331277
דלת, 35384, 12161, 0.7199109533349575
ישן, 35379, 13430, 0.7309611295793426
מזל, 35141, 13342, 0.7362703830067134
ערב, 35102, 11939, 0.720591999303986
שיחק, 35056, 11851, 0.6955293628462269
הודה, 34829, 12561, 0.7242280627346952
יחיד, 34635, 14149, 0.7601047930619441
חזק, 34399, 12936, 0.7290283263947761
פחד, 34297, 12079, 0.7161301876527343
חץ, 34212, 13047, 0.7475973826409077
עבור, 34183, 9949, 0.6813102223476838
כבוד, 33959, 11393, 0.7082130557430204
למד, 33894, 12603, 0.7210811002760652
טלפון, 33881, 10168, 0.6936962862860201
מתי, 33880, 13386, 0.7525300656738495
משטרה, 33718, 8447, 0.6582433088827546
נשמע, 33700, 13820, 0.7525632876172621
רעיון, 33242, 12982, 0.7303874513094423
התקשר, 33049, 10748, 0.701598824263223
קרוב, 32953, 13503, 0.7520185971785281
התראה, 32794, 12064, 0.7187867906779288
סרט, 32790, 8274, 0.63191622973393
שנייה, 32678, 12333, 0.7268900480737344
חיכה, 32423, 13493, 0.7487066128078947
אח, 32345, 10117, 0.67363559306493
מבין, 32343, 13125, 0.7479581416651511
החזיק, 32313, 12704, 0.7443191544488924
עצר, 32169, 12311, 0.7295724592710422
אוקיי, 31997, 4922, 0.6028912008487091
שכח, 31895, 13098, 0.7601588878821453
בכלל, 31719, 12671, 0.7500659776245409
שלח, 31590, 12175, 0.7357872180339213
מייד, 31558, 12320, 0.731926926569783
הצליח, 31442, 12837, 0.7400084950017118
הפסיק, 31353, 13160, 0.7418207330360235
למעלה, 31300, 11486, 0.7204824066343609
זונה, 31263, 8072, 0.6682592464335504
שילם, 31094, 11247, 0.7224155823688289
שלוש, 30858, 11622, 0.7244650923971738
ככה, 30753, 12013, 0.7340863610682464
כמעט, 30678, 13313, 0.7556739674464332
מוזר, 30539, 12264, 0.723167637914333
מטה, 30506, 11047, 0.7160851115598903
הוציא, 30472, 12636, 0.7565093338372534
שינה, 30408, 13198, 0.7497819615565467
מלחמה, 30408, 7616, 0.6452661357957622
קנה, 30378, 11823, 0.7269561927570841
חלה, 30349, 10380, 0.6982688615996858
א, 30338, 10746, 0.6872983915402505
צדק, 30221, 12769, 0.747796310965484
תרא, 30126, 12091, 0.7182345032981765
בחר, 29824, 12553, 0.7486722766508889
סתם, 29653, 11610, 0.7284733544671427
וה, 29534, 13114, 0.765713818015168
החוצה, 29393, 11437, 0.7258260219491823
צעיר, 29273, 11080, 0.7189591436486851
י, 29208, 11158, 0.7052358415121682
מים, 29200, 9985, 0.6817153805886833
במקום, 28948, 13022, 0.7614919046359393
חודש, 28779, 11347, 0.736139787509579
אופן, 28777, 11975, 0.7333486979439177
אחי, 28652, 6957, 0.6227574104822203
כלב, 28605, 8094, 0.6508786202285797
קפטן, 28563, 3957, 0.5751085211025324
חזרה, 28282, 11760, 0.7291246295129405
חסר, 28219, 12346, 0.7450816771527751
דם, 27946, 9413, 0.6784854874985511
בבקש, 27839, 11639, 0.7391073499380474
איתך, 27753, 11908, 0.7497251701067721
סלח, 27525, 11190, 0.7295028019249741
השאיר, 27426, 12539, 0.754441734837674
נורא, 27396, 10730, 0.7171735648965398
אהבה, 27335, 9066, 0.6792309985912764
השיג, 27250, 11602, 0.7311442282401084
לשם, 27229, 12409, 0.7599411409610215
מאוחר, 27154, 12165, 0.7551277412802533
ישב, 27044, 11667, 0.7397252050072212
ארץ, 27039, 9076, 0.6701102428611938
ותק, 26887, 8957, 0.6801698237126791
נשק, 26884, 9648, 0.6854474731001035
נ, 26823, 12333, 0.7449056621205514
שקט, 26738, 10952, 0.7246665545310771
מלא, 26691, 12049, 0.7501826529798231
ללא, 26635, 10866, 0.7192551710386663
הערב, 26400, 9817, 0.7030166435340173
הכול, 26307, 4531, 0.6151310627030531
פתח, 26271, 11344, 0.7272301225363986
כלל, 26148, 11484, 0.7414475650082708
בדק, 26071, 11432, 0.726022509064405
איבד, 25988, 11508, 0.7357320798379728
ברור, 25948, 11790, 0.7461227425762109
מפה, 25935, 9415, 0.699968211567811
לבד, 25823, 11719, 0.7366152243085707
הקשיב, 25672, 11302, 0.7417760325424667
פגע, 25568, 11189, 0.7333657402093022
בתוך, 25468, 11256, 0.7287897474171208
הבחור, 25271, 9632, 0.7052156773443725
סוג, 25237, 10868, 0.7256301001592924
רופא, 25216, 8404, 0.6643757312469257
רצח, 25198, 7172, 0.6529502051149225
נפלא, 25170, 9495, 0.6995454836711001
נהג, 25167, 10434, 0.7241532356197676
אש, 25152, 8455, 0.6679312920493155
אקדח, 25112, 6539, 0.6529894943731248
מילה, 25010, 10675, 0.734380180704544
ירד, 24841, 11040, 0.7368922091469934
כלא, 24840, 7200, 0.6616586176305239
היכן, 24768, 7156, 0.6466911510037587
מלך, 24734, 5997, 0.6086717611365078
דוד, 24698, 6608, 0.6341612737616972
הבטיח, 24625, 11332, 0.7393260106762342
לגבי, 24586, 9087, 0.6865223436909655
משרד, 24577, 8795, 0.6956906639970422
תמונה, 24560, 9649, 0.702932255070721
איתי, 24528, 11075, 0.7407982470430312
בהחלט, 24525, 10733, 0.7247748982105939
בעוד, 24470, 11109, 0.7368933754451417
תפס, 24255, 10891, 0.7334598759520877
הסתכל, 24165, 10930, 0.7419128685431378
צוות, 24107, 7878, 0.6626509814968407
לכן, 24069, 10298, 0.7231307248922634
כעת, 24066, 6890, 0.6445853472675556
בלתי, 23957, 10585, 0.7219070414010366
ניצח, 23903, 9632, 0.7006375632235277
כאב, 23888, 10333, 0.7144208871106472
חמש, 23746, 10024, 0.713130018428797
שיר, 23659, 8433, 0.6777957798820604
נקודה, 23582, 9845, 0.7111763492241597
גרוע, 23559, 11570, 0.7464314650143776
לגמרי, 23555, 10688, 0.7338933285579388
קל, 23446, 11674, 0.7522180333710963
צורה, 23422, 10722, 0.7309836349052516
שתי, 23389, 10985, 0.7410372464621211
הת, 23295, 11411, 0.7525234489820078
רחוב, 23281, 9039, 0.6978374956018994
יופי, 23185, 9548, 0.698235067887803
נוסף, 23181, 10419, 0.7264665276945281
כנראה, 23160, 10638, 0.7253730745143538
אתמול, 23138, 10508, 0.7217027624649051
מיוחד, 23133, 10753, 0.7346970018910876
כוכב, 23041, 7126, 0.6395881388423807
שלושה, 22859, 10518, 0.7227711627180373
נגמר, 22815, 11003, 0.7388574788777347
לפחות, 22800, 12017, 0.7555736539092275
הפעם, 22776, 11399, 0.750894185353322
אתן, 22768, 10903, 0.7268293821230425
חוק, 22741, 8757, 0.691933440087448
אלא, 22718, 10751, 0.7447964853704587
במשך, 22671, 10564, 0.7359371874205456
שונה, 22628, 10953, 0.7368713522796524
מערכת, 22585, 8009, 0.6630782806188611
מעל, 22520, 10733, 0.734207901352413
אוי, 22406, 7661, 0.6552598721792458
הראה, 22348, 11135, 0.7467437318931315
הוריד, 22275, 10250, 0.7329210553739045
סיים, 22039, 11183, 0.7417667114285218
עץ, 21918, 8414, 0.6811803394748679
מטוס, 21899, 5091, 0.6196124011288728
שאר, 21893, 10569, 0.7344143001050214
אלי, 21800, 10193, 0.7342756862519191
ספינה, 21649, 3642, 0.5780883467563736
עזרה, 21620, 11076, 0.7402387987418071
הא, 21579, 6421, 0.6460610348127518
לפעמים, 21579, 10266, 0.7368798629893665
תינוק, 21543, 6778, 0.6474252474152862
ליד, 21542, 11076, 0.7476097514460005
מדוע, 21520, 6260, 0.6362751568725705
קול, 21500, 9002, 0.7015258667747075
אדון, 21492, 6543, 0.6462232395997107
חושבת, 21489, 9957, 0.7154385240320434
לאחר, 21475, 9241, 0.7150647876824754
כאשר, 21314, 6470, 0.6527882818899888
שניים, 21291, 10391, 0.7369959182282826
כוונה, 21267, 10919, 0.7478725878042529
בחייך, 21254, 8562, 0.6941036065099084
אצל, 21172, 9761, 0.7235130237903886
נגד, 21167, 9271, 0.7179359494130194
דעה, 21085, 10169, 0.7266099112099529
האליי, 21059, 8555, 0.7066606108751686
יחד, 21013, 9377, 0.71510203361536
הציע, 20980, 10314, 0.7352976348698015
קורה, 20936, 9963, 0.7258107969189047
סיכוי, 20925, 10193, 0.7311076064042947
תדאג, 20893, 10555, 0.7432042282441367
משפט, 20872, 6509, 0.6489775144553698
רציני, 20674, 10304, 0.7404786297473693
גר, 20654, 8983, 0.7028318091319863
הציל, 20651, 8984, 0.7027102617094332
חרא, 20632, 5890, 0.6548286563596271
אעשה, 20618, 10650, 0.7454466962421133
למען, 20489, 9251, 0.7180647975104278
נגע, 20424, 9731, 0.7166941256030901
ודה, 20414, 10407, 0.7391680512495165
החזיר, 20365, 10294, 0.7296285529661046
קבוצה, 20235, 7273, 0.66010040892778
אור, 20219, 8957, 0.7031987907759503
ביחד, 20151, 9156, 0.7062755958653972
אסור, 20086, 9564, 0.721373636180604
מדינה, 20076, 7812, 0.6941029270012584
זז, 20070, 9635, 0.7202760194986217
כיוון, 20026, 9213, 0.7203662154969689
רגיל, 20018, 10280, 0.738755743974685
ארוחה, 19865, 9457, 0.7144140240863799
שכן, 19861, 10395, 0.7366503045104804
אימא, 19858, 3182, 0.5824264670248682
הצלחה, 19694, 10140, 0.7405571586563272
טיפש, 19686, 9284, 0.7155527623732405
זקן, 19669, 8066, 0.6914406917868328
גנב, 19425, 8492, 0.6985721869329671
נעל, 19229, 8773, 0.7038418546369081
גש, 19203, 9735, 0.736307362187304
שתיים, 19191, 8676, 0.7024873478233735
הזדמנות, 19140, 9942, 0.7308751904547806
למעשה, 19052, 9301, 0.709222705860882
תחת, 18935, 9108, 0.7305853252973662
ניו, 18830, 5705, 0.6491449767984905
דין, 18824, 6084, 0.6551246744439658
מצחיק, 18788, 8817, 0.7042819311616294
מסוגל, 18714, 8965, 0.7109793741935161
אב, 18708, 7846, 0.6892961817211515
אדיר, 18701, 7925, 0.6903523029877043
בגד, 18689, 8941, 0.714977278596187
שלומך, 18666, 8339, 0.7145604255350009
שנא, 18545, 8895, 0.7175235245158971
צד, 18473, 9418, 0.7239583587853762
גבוה, 18398, 9450, 0.7283449182879976
חלום, 18342, 7270, 0.6766611032925471
יצר, 18325, 8833, 0.7121669178069081
תיק, 18232, 6525, 0.665662737638341
כפי, 18227, 8344, 0.7063803043856364
שה, 18109, 10176, 0.7477973259676878
שחור, 18106, 7210, 0.6846605562165866
נעלם, 18077, 9084, 0.7160617871124021
חג, 18064, 4443, 0.6041619480517282
קפה, 18040, 7299, 0.6785151285592271
אוויר, 17981, 7706, 0.6889393089818574
לחץ, 17964, 8265, 0.702138075627289
צריכה, 17959, 8668, 0.7011746362430478
יכולת, 17898, 9898, 0.7383773997792884
מידע, 17889, 7104, 0.6739001456315237
נשיא, 17878, 3824, 0.5971581794772967
כרגע, 17810, 9037, 0.716318852491143
גב, 17598, 6617, 0.6617056891595439
חומר, 17567, 7622, 0.6924968921959037
מצטער, 17549, 9501, 0.7267872573632155
מושג, 17487, 9268, 0.7276128607588455
רחוק, 17409, 9238, 0.7247898241191688
תא, 17402, 6591, 0.6550945851726131
מספיק, 17383, 10056, 0.7418631395577728
לבן, 17371, 7561, 0.7008803590766907
רכב, 17362, 6995, 0.6754317998850251
שער, 17357, 7188, 0.6832325270004295
מעט, 17328, 8578, 0.71382052627624
מיטה, 17257, 8090, 0.7059425197335685
מוח, 17212, 8154, 0.6972115370126076
הלו, 17190, 7174, 0.6759481302711061
מעבר, 17143, 8673, 0.7180188040159158
ניתן, 17107, 8949, 0.7214556502844175
צא, 17038, 8121, 0.709020459405396
סם, 17021, 4899, 0.6272840619355746
הכין, 17014, 9262, 0.7196692882415047
עלול, 17004, 8716, 0.7169261148796897
טעות, 16972, 9214, 0.7302299964455827
פשע, 16956, 6316, 0.6620664310414432
מטרה, 16880, 7461, 0.6850539061982525
המ, 16785, 7875, 0.6941069359332102
אדום, 16721, 7134, 0.6833924360090532
בחורה, 16695, 7247, 0.6864339377673214
ביי, 16654, 6051, 0.6549670873597033
חם, 16633, 8599, 0.7148825365268736
סימן, 16549, 8213, 0.7061266725876892
מין, 16514, 8228, 0.7109028304700551
זוכר, 16495, 8777, 0.7156392837200605
נרגע, 16473, 7488, 0.6994347129072586
יורק, 16448, 5120, 0.640196694433312
גוף, 16444, 8108, 0.6988390053486777
ציפה, 16405, 9247, 0.7382191880743736
העביר, 16361, 8955, 0.7281280629058418
מלון, 16358, 5556, 0.6472385085308123
חייל, 16325, 4319, 0.613047711201663
דאג, 16264, 8766, 0.7232459490990808
מתחת, 16256, 8677, 0.7169331302424389
מיליון, 16213, 5642, 0.6537342000653446
ים, 16150, 6264, 0.6547362840058895
ארוך, 16125, 9166, 0.7310182612749818
שווה, 16106, 8733, 0.7274777593103199
משימה, 16098, 6002, 0.6492227162522993
מאה, 16083, 8265, 0.7139668884774819
נפל, 16078, 8402, 0.7258350481576519
כרטיס, 16039, 6951, 0.6788925541084063
חתיכה, 16016, 8006, 0.7101682222802421
ארבע, 16012, 7818, 0.7055793505170012
כה, 15989, 6382, 0.6693552728445336
לפי, 15933, 8573, 0.726207152306677
גמור, 15901, 8289, 0.7151516072103354
פרנק, 15898, 2584, 0.5680617865137972
דירה, 15805, 6159, 0.6541903340140902
צבא, 15785, 4958, 0.6349349414357924
איתן, 15766, 8443, 0.7173925565144887
ישר, 15758, 8337, 0.7271458102213995
פחות, 15756, 9024, 0.7299247871410666
מצוין, 15735, 7400, 0.6905467619562226
שירות, 15726, 7772, 0.6991903936678352
שר, 15708, 5560, 0.6440055402286506
הורה, 15693, 7375, 0.683497747251403
אלף, 15629, 6089, 0.6622756950700094
שיחה, 15623, 8058, 0.7086654447434055
לבש, 15614, 8370, 0.7144946483670311
קו, 15592, 6835, 0.6832621201368096
נלחם, 15558, 6465, 0.6649861403407596
בערך, 15519, 8381, 0.721727285180058
נעים, 15489, 8207, 0.7179297080667645
טיפל, 15471, 8477, 0.7224004900406503
חבל, 15456, 8266, 0.7133535779547556
שחרר, 15448, 7773, 0.7013315587721463
הרגל, 15435, 8073, 0.7133315620455096
גידי, 15426, 7543, 0.6973801644046802
הסכים, 15358, 8510, 0.7238505674120185
תפקיד, 15259, 6947, 0.6853944634189828
בקרוב, 15214, 8735, 0.72052273183787
שולחן, 15110, 7490, 0.6957302513829877
הזמין, 15102, 8226, 0.7126758780808737
נשא, 15069, 7210, 0.6980090670542484
קטע, 15057, 7156, 0.6824806977698525
מוצא, 15045, 8727, 0.7267868913033986
לפ, 15004, 8284, 0.7204090205872682
מנהל, 14996, 6498, 0.6780341116821553
בתור, 14986, 7801, 0.7081553557014832
הסביר, 14952, 8652, 0.7271024394500989
הכניס, 14941, 8360, 0.733226395836007
חשבון, 14896, 7509, 0.7050314049510971
אדמה, 14863, 6748, 0.6738957666980706
רוב, 14833, 8302, 0.717556887887569
חנות, 14821, 6514, 0.6682356486793345
ברוך, 14815, 7890, 0.7114116302586492
ברח, 14796, 7861, 0.7047091101997323
תפסיק, 14778, 7620, 0.705625802135836
בנה, 14777, 8128, 0.714443749453908
יחידה, 14769, 6577, 0.6717483322277781
סבל, 14767, 8257, 0.7223377552293163
אפשרי, 14767, 7937, 0.7071939393767004
אבי, 14723, 5709, 0.655269900411475
פגישה, 14716, 7020, 0.6885201512041734
טעם, 14663, 8181, 0.7137312746448244
מתוק, 14655, 7013, 0.6807905393553122
צהריים, 14648, 7623, 0.704014365001738
קיים, 14610, 7943, 0.7116825577226061
צעד, 14549, 7291, 0.6959194046422941
ן, 14491, 8115, 0.7129758630817362
עשר, 14433, 7207, 0.6979310678278521
סביבה, 14424, 8165, 0.7205146025700122
המון, 14391, 7232, 0.6943752079182011
עתיד, 14354, 6438, 0.6696697594656242
וואו, 14342, 5745, 0.6286777123085918
זוג, 14315, 7459, 0.6977487506139219
